vmgebiednaam,vmgebiednr,VMgebiednaamDEF,veiligheidsindex,ipsl_risicoperceptie,ipsl_onveiligheids-gevoelens,ipsl_vermijding,Onveiligheids-belevingindex,Ipersonenoverlast,Iverloedering,overlastindex,HICindex,HVCIndex,criminaliteitsindex,Slachtof_MEAN,HoevCrim_MEAN,VerandCrim_MEAN,OnveiligheidBuurt_MEAN,OnveiligheidAlgemeen_MEAN,rapportcijfer_veiligheid_buurt_MEAN,NietOpen_MEAN,Omloop_MEAN,StrLoopt_MEAN,Alleen_MEAN,Geen_activieit_avond_MEAN,niet_alleen_buiten_MEAN,HoevOverlastBuurt_MEAN,VerandOverlastBuurt_MEAN,risicoperceptie,onveiligheidsgevoelens,vermijding,Rommel_MEAN,Verniel_MEAN,Beklad_MEAN,HondPoep_MEAN,onderhoud_straat_MEAN,onderhoud_groen_MEAN,Dronken_MEAN,Drugs_MEAN,Horeca_MEAN,BuurtWon_MEAN,LastVal_MEAN,Jongeren_MEAN,verloedering,blok_overlast,diefstal_uit_van_auto_sum,autodiefstal_sum,Diefstal_ander_motorvoertuig_sum,fietsdiefstal_sum,beroving_sum,zakkenrollerij_sum,mishandeling_sum,bedreiging_sum,sexuele_int_gew_ sum,overige_diefstal_ sum,vernielingen_sum,inbraak_totaal,brom_snor_samen,inbrwoni,moorddood,straatro,overval,zeden_incl_ kinderporno,mishand_en_ geweld,bedreiging_incl_ chantage,inbrbox,uitauto,zakrolexOV,vermogen,inbrbedr,winkel,vanpersauto,fietsdief,bromsnorfiets,ovvoert_incl_vracht_vaar_motor,drugs_totaal,Boalleprios,Goalleprios,Joalleprios,POalleprios,verniel,won1000,pinbrwoni,zed1000,pzeden_incl_ kinderporno,moorddood1000,pmoorddood,mishand_en_ geweld1000,pmishand_en_ geweld,bedr1000,pbedreiging_incl_ chantage,str1000,pstraatro,ovr1000,poverval,box1000,pinbrbox,uiau1000,puitauto,vaut1000,pvanpersauto,fiets1000,pfietsdief,bromsnor1000,pbromsnorfiets,ovvo1000,povvoert_incl_ vracht_vaar_motor,verm1000,pvermoge,bedrijf1000,pinbrbedr,wink1000,pwinkel,zakr1000,pzakrolexOV,personen1000,ppersonenov,jeugd1000,pjeugdov,geluid1000,pgeluid,buur1000,pburenov,drugs_totaal1000,pdrugstotaal,vern1000,pverniel,poverlastmeld,ipsl_verloedering,ipsl_blok_overlast,psl_vernielingen,ipsl_vernielingen_ sum,psl_diefstal_uit_van_auto,psl_autodiefstal,psl_Diefstal_ander_motorvoertuig,psl_fietsdiefstal,psl_beroving,psl_zakkenrollerij,psl_mishandeling,psl_bedreiging,psl_sexuele_int_ gew,psl_overige_diefstal,psl_inbraak_totaal,psl_brom_snor_ samen,ipsl_diefstal_uit_ van_auto,ipsl_autodiefstal,ipsl_Diefstal_ander_motorvoertuig,ipsl_fietsdiefstal,ipsl_beroving,ipsl_zakkenrollerij,ipsl_mishandeling,ipsl_bedreiging,ipsl_sexuele_int_ gew,ipsl_overige_ diefstal,ipsl_vernielingen,ipsl_inbraak_totaal,ipsl_brom_snor_ samen,Izeden,Imoorddood,Ibedreig,Imishandeling_en_ geweld,Istraatroof,Ioverval,Iinbrwoning,Iinbrbox,Iuitauto,Ivanpersauto,Ifietsdief,Ibromsnorfiets,Ioverigvoertuig,Ivermogen,Iinbrbedr,Iwinkel,Izakrol,N_wijk,pop,nwoninge,nwink,nbedr,werkpers,student,bezoek,nbezoek,verbtot3,verbnieuw,jaar
N68,74,Waterlandpleinbuurt,97.04,101.21,114.52,110.44,108.72,83.1,91.06,87.08,83.76,106.88,95.32,22.69,57.51,56.2,15.38,22.25,45.09,28.19,16.98,25.65,10.97,26.34,11.63,54.96,56.76,54.55,24.17,20.73,37.04,16.43,10.9,19.73,38.8,33.71,5.92,9.41,2.54,18.01,6.29,24.82,26.47,11.4,9.47,0,2.44,9.03,0.46,3.41,1.97,5.15,0.77,2.42,27.98,14.62,3.14,100,4,7,1,3,48,40,28,79,11,67,9,91,18,18,28,17,8,104,122,103,105,56,18.15,144.71,0.2,62.25,0.27,106.75,3.23,97.28,2.69,106.46,0.47,39.81,0.07,54.11,2.11,163.11,5.32,78.47,1.21,133.66,1.21,17.61,1.89,96.8,1.15,52.16,4.51,52.32,11.07,58.93,3500,441.24,0.74,14.24,7.91,78.24,7.76,128.24,9.19,73.09,7.83,85.15,0.54,49.25,3.97,100.98,82.79,94.43,83.41,15.47,61.09,5.24,0,1.35,4.99,0.26,1.88,1.09,2.85,0.43,1.34,8.08,1.74,40.41,0,68.93,23.91,95.54,93.21,96.59,121.79,211.19,27.39,61.09,91.46,72.31,111.9,106.75,111.57,97.05,58.39,54.11,126.96,163.11,65.78,89.11,19.71,88.64,57.75,44.01,58.93,441.24,40.57,180.87,13275,5511,26,813,1115,196,3396,4707,14844,14095.67,2017
N69,75,Buikslotermeer,97.59,93.6,98.13,136.26,109.33,106.82,101.11,103.96,79.01,79.92,79.47,16.98,54.01,51.79,13.16,16.23,42.96,33.53,18.4,21.96,11.15,39.22,20.65,55.92,54.26,50.45,20.71,25.58,48.86,21.19,17.84,25.7,41.05,37,9.08,11.92,3.67,25.56,11.32,29.79,31.88,15.15,15.76,1.14,2.76,11.88,0.26,1.95,1.6,4.19,0.63,6.19,37.21,11.27,3.55,34,5,12,4,5,50,53,16,119,33,98,18,84,10,28,37,25,23,124,115,58,135,50,6.53,52.07,0.25,76.4,0.25,98.26,2.48,74.61,2.63,103.87,0.6,50.26,0.2,159.39,1.44,111.26,5.9,87.04,0.5,54.68,1.39,20.17,1.84,94.19,1.24,56.49,4.86,56.35,25.71,136.89,913.04,115.11,1.64,31.46,12.14,120.07,5.22,86.2,10.34,82.24,11.15,121.18,1.14,104.26,3.34,85.02,102.79,113.71,110.85,24.18,95.47,10.24,0.74,1.79,7.72,0.17,1.27,1.04,2.73,0.41,4.03,7.32,2.31,79.07,58.34,91.48,36.97,64.36,62.79,92.45,116.57,202.14,82.46,95.47,82.84,95.97,118.31,98.26,108.1,80.56,54.96,159.39,62.33,111.26,84.39,55.9,25.77,94.79,68.15,65.06,136.89,115.11,41.9,153.88,11121,5207,92,700,2104,878,24131,27113,20158.67,14948.46,2017
N70,76,Banne Buiksloot,113.32,113.15,146.01,169.98,143.05,117.67,127.82,122.75,80.17,68.15,74.16,32.32,68.04,54.82,22.03,26.48,48.44,41.72,28.84,34.32,23.33,32.96,22,66.85,59.36,60.99,30.82,31.91,56.44,28.13,20.95,33.72,46.97,45.28,9.02,23.16,4.05,24.26,12.87,42.65,38.61,19.68,10.24,1.19,1.74,22.39,0.78,5.73,2.79,7.31,1.09,6.36,63.71,19.05,2.24,43,1,10,2,3,44,27,20,87,7,49,6,12,20,19,33,26,7,126,116,163,101,66,7.2,57.44,0.19,58.21,0.06,24.95,2.77,83.38,1.7,67.19,0.63,53.18,0.13,101.2,1.39,107.65,5.48,80.81,1.26,138.87,1.2,17.38,2.08,106.68,1.64,74.6,3.09,35.78,7.76,41.32,545.45,68.76,0.44,8.47,7.03,69.54,11.35,187.51,8.07,64.21,8.77,95.32,0.44,40.29,4.33,109.98,91.37,137.7,143.97,33.9,133.84,5.45,0.63,0.93,11.91,0.41,3.05,1.48,3.89,0.58,3.38,10.14,1.19,42.03,49.83,47.32,57.05,154.6,150.83,131.84,166.23,288.25,69.28,133.84,114.69,49.64,134.89,24.95,100.21,99.53,86.99,101.2,76.53,107.65,67.88,109.19,30.61,87.67,65.5,46.95,41.32,68.76,55.93,187.95,14367,5970,22,773,1541,116,2867,4524,15875,15253.54,2017
N71,77,Noordelijke IJ-oevers-West,119.14,112.64,101.45,46.47,86.85,194.81,128.61,161.71,88.82,128.91,108.86,21.81,63.99,56.31,16.59,21.38,42.18,12.29,11.13,19.56,6.85,7.61,3.75,63.82,57.6,60.71,21.41,8.72,48.66,11.36,7.28,24.69,39.74,36.74,10.37,11.63,9.59,18.56,7.77,29.11,28.12,14.53,5.54,0.17,0.11,9.42,0.08,0.6,0.8,2.11,0.32,1.34,7.34,5.54,0.15,14,0,9,0,3,26,8,4,147,50,120,41,3,16,45,23,35,34,58,81,27,83,46,9.43,75.24,0.4,124.4,0,0,3.5,105.29,1.08,42.55,1.21,102.29,0,0,1.57,121.49,19.79,291.79,2.15,237.42,6.06,87.98,3.1,158.9,4.71,214.61,16.15,187.26,28.59,152.21,81.08,10.22,6.73,129.36,32.6,322.46,10.6,175.27,31.81,253.01,22.78,247.59,4.58,418.26,7.92,201.29,283.32,100.31,106.31,17.26,68.15,13.04,0.4,0.27,22.15,0.19,1.4,1.89,4.95,0.74,3.16,13.02,0.34,100.66,31.84,13.68,106.09,71.14,69.4,168,211.82,367.31,64.77,68.15,147.33,14.35,205.37,0,98.97,126.19,91.91,0,99.27,121.49,228.08,168.89,94.02,110.72,147.63,146.43,152.21,10.22,109.37,42.52,2546,1484,37,1434,6873,357,7417,14647,7428.33,5808.75,2017
N73,78,Waterland,80.19,90.77,71.5,52.44,71.57,46.64,97.89,72.26,56.28,137.19,96.74,14.48,45.26,63.03,6.14,15.15,34.78,12.88,2.95,6.98,9.72,14.7,7.36,39.76,59.62,48.93,15.09,9.84,15.5,6.44,0.96,18.37,46.36,40.3,4.3,2.17,4.19,4.94,0,5.26,21.07,3.63,5.29,0,0.33,4.08,0.01,0.11,0.28,0.72,0.11,0.88,8.2,1.99,0.43,14,0,2,0,0,13,3,17,24,3,39,3,0,8,4,5,8,1,19,16,7,21,13,16.51,131.66,0,0,0,0,4.97,149.38,1.15,45.27,0.76,64.5,0,0,7.72,597.28,9.17,135.17,3.06,336.82,1.53,22.19,1.91,98.01,3.06,139.18,14.9,172.69,7.81,41.59,0,0,1.15,22.02,9.54,94.37,3.18,52.56,7.27,57.81,8.63,93.82,0.38,34.91,5.26,133.68,66.69,75.15,26.58,23.95,94.55,15.45,0,0.98,11.9,0.04,0.32,0.81,2.11,0.32,2.57,5.81,1.26,119.27,0,49.89,57,16.3,15.9,71.58,90.25,156.49,52.55,94.55,65.71,52.34,52.16,0,60.26,123.44,48.43,0,109.68,597.28,129.87,224.55,33.79,82.79,109.42,132.64,41.59,0,19.98,34.25,2201,848,2,384,550,0,701,1251,2618,2471.96,2017
N74,79,Elzenhagen,78.12,100.97,85.03,87.88,91.3,57.73,93.05,75.39,79.99,55.33,67.66,16.27,55.09,58.93,9.7,16.6,39.64,20.5,11.87,18.72,6.69,18.63,14.95,48.36,61.5,54.42,17.95,16.5,28.28,2.28,9.21,26.76,34.65,31.71,5.98,6.62,0.34,12.36,3.21,9.76,22.21,6.34,2.87,0,0.13,5.46,0,0,0.27,0.7,0.1,2.14,7.25,1.79,0.16,15,3,1,0,0,9,8,3,13,0,9,5,0,2,8,5,4,3,17,6,7,30,13,16.95,135.17,0,0,1.02,402.55,3.05,91.7,2.71,107.05,0.34,28.6,0,0,1.17,90.8,4.4,64.93,0.68,74.67,2.71,39.35,1.69,86.91,1.35,61.71,3.05,35.34,23.04,122.66,0,0,0,0,11.74,116.14,2.74,45.28,2.35,18.68,6.65,72.31,1.02,92.86,4.74,120.37,69.05,79.23,46.41,20.23,79.87,8,0,0.35,15.24,0,0,0.75,1.95,0.29,5.98,4.99,0.45,61.77,0,17.85,72.99,0,0,66.22,83.5,144.79,122.5,79.87,56.48,18.72,48.26,402.55,99.2,83.21,19.07,0,108.94,90.8,63.87,49.78,50.57,64.18,47.09,64.39,122.66,0,0,35.85,2555,885,1,217,198,648,346,1192,2952.33,2745.25,2017
T93ab,80,Bijlmer Centrum/Venserpolder,110.9,95.66,114.37,116.92,108.98,104.49,105.81,105.15,163.16,73.98,118.57,22.83,55.6,44.66,16.18,20.57,44.31,28.88,16.84,19.62,12.27,23.48,14.96,49.72,54.92,51.56,24.14,21.95,43.98,28.5,11.94,22.02,28.24,29.34,20.3,10.68,7.99,24.58,14.77,23.42,27.77,16.81,3.8,0.34,2.92,17.92,0.02,0.14,2.9,7.59,1.14,1.81,28.73,8.39,3.76,51,6,18,4,7,50,39,26,46,4,45,4,0,8,20,26,21,9,92,103,29,68,45,11.29,90.02,0.74,226.89,0.63,250.12,5.26,158.28,4.1,162.14,1.89,159.92,0.42,338.1,3,232.3,4.84,71.38,0.84,92.79,2.1,30.56,2.74,140.41,2.21,100.65,4.74,54.89,9.43,50.22,0,0,0.42,8.09,7.86,77.71,3.35,55.38,11.9,94.64,10.63,115.53,0.95,86.54,4.95,125.69,85.96,99.04,123.02,21.87,86.34,2.9,0.26,2.22,13.64,0.01,0.11,2.21,5.78,0.86,1.38,6.38,2.86,22.35,20.41,113.42,65.35,5.52,5.39,196.01,247.14,428.56,28.26,86.34,72.21,118.99,294.12,250.12,190.47,170.85,108.46,338.1,84.09,232.3,55.03,68.66,42.16,133.27,104.91,46.02,50.22,0,7.19,131.4,8655,4518,8,424,610,293,1641,2544,9503,9100.08,2017
T93cdejk,81,Bijlmer Centrum,108.76,97.84,118.48,126.02,114.11,144.94,72.98,108.96,109.63,96.79,103.21,25.94,59.21,53.24,17.18,20,45.61,33.12,21.24,30.6,8.59,21.38,16.98,57.83,52.41,52.73,25.01,23.65,46.39,15.32,7.63,15.33,27.42,29.16,15.73,16.02,9.08,24.87,14.01,27.12,23.78,18.2,9.19,0.82,2.88,17.04,0.17,1.28,0.84,2.2,0.33,3.59,11.28,5.81,3.7,47,6,45,10,13,78,83,8,108,44,175,17,235,17,150,41,16,18,156,212,31,198,46,11.95,95.3,0.53,162.23,0.24,96.3,3.16,95.06,3.36,132.85,1.82,153.92,0.41,325.42,0.98,75.79,4.38,64.52,0.69,75.92,6.08,88.25,1.66,85.24,0.65,29.52,7.09,82.19,28.91,153.91,1958.33,246.88,1.78,34.26,24.26,239.92,3.8,62.77,25.97,206.53,19.11,207.7,0.73,66.64,2.87,72.89,156.71,84.8,133.17,9.54,37.66,7.77,0.69,2.43,14.41,0.15,1.08,0.71,1.86,0.28,3.04,4.91,3.13,60.01,54.81,124.14,69.04,54.86,53.52,63.04,79.49,137.84,62.28,37.66,55.6,130.24,154.1,96.3,115.06,84.39,120.9,325.42,82.07,75.79,63.01,68.88,81.85,100.24,61.06,75.55,153.91,246.88,40.68,118.21,8163,3933,120,588,8076,4358,37127,49561,24683.33,16040.63,2017
T93fghi,82,Bijlmer Centrum/H-buurt,131.46,98.92,120.92,147.44,122.43,152.21,100.47,126.34,143.09,148.15,145.62,26.82,61.09,38.47,19.63,16.93,47.19,34.9,22.44,28.92,11.53,30.96,28.98,61.96,49.98,53.32,25.53,27.68,47.51,32.76,17.74,30.43,26.26,30.07,16.37,21.84,1.74,30.76,14.78,25.02,30.58,19.31,8.85,0.31,1.76,30.92,0.48,3.51,2.23,5.83,0.87,5.8,19.88,4.08,2.27,28,5,25,3,4,32,32,89,51,4,43,5,0,4,46,23,9,9,71,226,88,152,35,8.24,65.71,0.42,129.54,0.53,208.25,3.36,101.21,3.36,132.92,2.63,221.91,0.32,253.35,11.74,908.09,5.36,79.06,0.42,46.35,4.84,70.23,2.42,124.09,0.95,43.1,4.52,52.41,13.59,72.33,0,0,0.42,8.08,20.06,198.37,11.61,191.9,29.82,237.14,9.37,101.82,0.95,86.47,4.01,101.88,163.14,109.08,141.29,18.19,71.83,8.1,0.28,1.61,28.3,0.44,3.21,2.04,5.34,0.8,5.31,3.74,2.07,62.5,22.36,82.32,135.56,162.85,158.88,180.98,228.19,395.7,108.69,71.83,42.3,86.37,218.26,208.25,164.67,127.8,202.22,253.35,57.91,908.09,73.54,38.36,92.01,111.52,56.17,71.17,72.33,0,58.35,109.27,7579,3398,3,368,2057,0,3741,5798,9511.67,8732.29,2017
T94abm,83,Bijlmer Oost E-/G-buurt_West/Noord,140.61,95.94,131.34,160.54,129.27,145.46,120.16,132.81,202.06,117.46,159.76,27.06,63.98,51.09,23.18,19.46,46.15,37.2,26.94,29.94,19.62,28.82,18.59,55.38,45.75,51.71,27.72,30.13,58.28,28.62,10.37,22.23,27.71,35.86,24.78,23.46,0.68,25.26,13.16,27.42,30.67,19.28,5.63,0,4.23,11.96,0.51,3.79,3.01,7.89,1.18,1.4,20.22,14.95,5.44,68,6,28,2,6,50,56,22,51,20,60,8,36,13,50,22,8,18,116,157,24,138,52,22.2,177.05,0.68,209.18,0.68,269.02,5.66,170.24,6.34,250.41,3.17,267.57,0.23,181.83,2.9,224.26,5.77,85.11,1.47,162.18,5.66,82.19,2.49,127.79,0.91,41.24,6.79,78.72,14.68,78.14,1800,226.92,2.26,43.5,18.19,179.94,3.16,52.29,20.7,164.59,15.29,166.19,2.04,186.17,6.29,159.92,149.83,109.38,141.08,18.49,73,5.15,0,3.87,10.93,0.47,3.46,2.75,7.21,1.08,1.28,13.67,4.98,39.73,0,197.49,52.36,175.75,171.46,244.56,308.35,534.71,26.2,73,154.69,207.2,317.69,269.02,269.72,195.01,236.96,181.83,169.6,224.26,69.99,108.12,72.24,154.26,93.33,61.22,78.14,226.92,86.16,109.38,7586,3063,20,545,1011,1026,1711,3748,8835.33,8265.13,2017
T94cfghn,84,Bijlmer-Oost K-buurt/-museum N/Z,142.51,101.82,134.89,139.46,125.39,142.46,114.83,128.65,196.11,150.88,173.49,27.3,62.25,50.95,22.73,21.02,46.74,37.26,27.21,31.38,21.82,21.02,14.22,53.46,57.31,54.88,28.47,26.18,53.03,33.89,22.65,29.34,27.82,28.85,18.85,24.2,10.94,28.43,20.14,32.06,32.7,22.49,39.19,18.37,6.8,30.02,0.79,5.82,2.72,7.11,1.06,9,35.72,19.18,8.75,66,6,25,9,8,66,42,5,57,7,48,6,64,12,40,19,24,18,118,158,36,150,50,14.95,119.19,0.71,218.84,0.53,211.09,5.86,176.32,3.73,147.36,2.22,187.45,0.8,642.01,0.49,38.15,5.06,74.64,1.07,117.47,3.55,51.59,1.69,86.59,2.13,97.08,4.26,49.41,10.51,55.94,2782.61,350.8,0.62,11.95,14.8,146.38,3.55,58.7,15.59,123.96,11.64,126.53,1.6,146.08,4.68,118.85,120.33,116.62,164.59,25.69,101.44,28.19,13.21,4.89,21.59,0.57,4.19,1.95,5.12,0.77,6.47,13.8,6.29,217.55,1041.85,249.61,103.44,212.45,207.27,173.56,218.84,379.48,132.56,101.44,156.1,261.88,272.39,211.09,171.19,175.4,195.78,642.01,131.49,38.15,122.28,425.59,68.87,145.02,147.92,77.13,55.94,350.8,77.05,139.04,10136,4416,23,571,652,0,2721,3373,11260.33,10693.46,2017
T94ijk,85,Bijlmer Oost G-buurt-Oost/Grunder/Kantershof,82.61,97.5,102.34,116.48,105.44,87.56,82.83,85.2,67.7,46.66,57.18,18.1,56.47,56.64,12.52,18.32,43.38,30.67,12.94,22.26,12.81,23.59,16.2,49.17,57.91,52.55,21.6,21.86,33.44,16.93,9.34,36.75,30.92,31.34,10.14,12.16,4.49,19.05,8.99,22.3,27.06,14.67,6.2,0,1.61,3.96,0.22,1.63,0.72,1.89,0.28,1.97,6.97,10.33,2.07,70,4,2,0,0,18,18,4,41,2,25,1,0,10,9,8,11,3,49,67,33,56,27,20.51,163.57,0,0,0.5,196.9,2.24,67.28,2.24,88.37,0.25,20.98,0,0,0.56,43.58,5.09,75.12,1.24,136.97,1.12,16.24,0.99,51.02,1.37,62.26,3.11,36.01,2.25,11.99,NA,NA,0.25,4.78,7.89,78.05,4.65,76.85,9.44,75.08,6.9,75.04,0.37,34.07,3.58,91.07,67.82,96.51,107.3,6.42,25.35,5.71,0,1.49,3.64,0.2,1.5,0.66,1.74,0.26,1.81,9.51,1.91,44.05,0,75.81,17.45,76.27,74.41,58.93,74.3,128.85,37.17,25.35,107.59,79.53,42.95,196.9,83.68,64.5,39.41,0,144.91,43.58,64.77,91.31,16.64,60.52,66.77,36.4,11.99,NA,27.99,108.59,7097,3413,0,444,396,0,2456,2852,8047.67,7536,2017
T94del,86,Bijlmer Oost Kortvrt/Kelberg/park_Oost,106.21,92.25,104.45,125.62,107.44,91.25,95.73,93.49,131.42,103.94,117.68,21.89,55.82,47.79,11.86,16.27,43.61,29.56,18.69,22.99,12.13,26.22,17.88,56.04,47.36,49.72,22.05,23.58,49.16,21.02,16.12,36.86,28.89,30.84,9.94,14.92,0.74,21.84,7.85,20.52,30.59,12.79,8.84,3.27,1.74,9.44,0.26,1.94,0.73,1.92,0.29,2.59,15.06,5.84,2.24,54,1,5,1,3,31,13,2,27,1,24,4,1,8,8,9,7,2,35,64,17,33,12,30.35,242.07,0.61,187.71,0.2,80.47,6.3,189.43,2.64,104.33,1.02,85.75,0.2,163.16,0.54,42.12,5.48,80.87,1.63,179.12,1.63,23.6,1.83,93.82,1.42,64.76,4.88,56.51,25.48,135.63,1e3,126.07,0.2,3.9,8.99,88.89,4.63,76.52,17.43,138.61,9.53,103.59,0.41,37.12,2.86,72.68,88.95,109.11,93.56,25.76,101.7,15.11,5.59,2.98,16.16,0.45,3.32,1.25,3.28,0.49,4.43,9.98,3.84,116.65,440.54,152.22,77.39,168.44,164.33,111.19,140.2,243.11,90.83,101.7,112.96,159.7,206.17,80.47,116.28,163.35,113.31,163.16,199.03,42.12,92.8,266.26,41.53,115.78,93.91,67.95,135.63,126.07,57.38,58.46,3672,1779,1,157,266,0,3487,3753,4923,4196.54,2017
T95,87,Nellestein,86.56,93.08,101.02,86.16,93.42,70.91,80.45,75.68,84.34,96.8,90.57,20.47,52.03,51.47,15.6,22.13,39.21,14.05,15.81,22.04,8.23,16.48,9.35,45.36,60.83,50.17,21.32,16.17,14.21,3.52,9.07,33.33,33.12,25.89,10.05,4.63,0.61,10.89,4.98,16.21,19.87,7.86,8.72,2.01,1.85,10.98,0,0,0.68,1.78,0.27,3.56,7.11,0,2.38,2,1,4,0,4,14,8,6,38,4,25,5,0,2,10,5,12,2,28,43,11,31,15,1.19,9.49,0.92,283.44,0.23,91.13,3.22,96.88,1.84,72.71,0.92,77.69,0,0,2.01,155.18,8.74,128.9,0.46,50.71,2.3,33.41,1.15,59.03,2.76,125.74,5.75,66.67,21.74,115.73,0,0,0.92,17.68,10.37,102.55,3.68,60.8,14.38,114.37,9.36,101.78,0.46,42.04,4.17,106,84.31,70.89,57.51,14.69,58,18.02,4.16,3.83,22.68,0,0,1.4,3.67,0.55,7.36,0,4.92,139.1,328.12,195.39,108.65,0,0,124.59,157.09,272.4,150.86,58,0,204.99,279.76,91.13,100.83,106.12,51.79,0,6.33,155.18,132.3,143.18,58.49,107.68,148.95,94.73,115.73,0,11.79,48.4,2990,1680,1,230,470,0,3601,4071,4347,3596.79,2017
T96abc,88,Holendrecht/Reigersbos/N,113.99,102.48,134.81,140.28,125.86,88.44,113.56,101,96.74,133.47,115.1,23.77,64.66,52.21,20.98,25.95,48.67,33.58,20.01,33.2,15.61,35.12,19.05,57.64,54.36,55.24,28.46,26.33,49.67,24.48,22.68,34.03,40.12,38.88,7.74,15.27,1.85,22.71,10.37,24.44,34.72,13.67,13.94,4,3.16,12.19,0.23,1.7,0.06,0.17,0.03,1.66,12.36,6.39,4.07,65,3,27,3,3,59,41,23,66,4,48,9,31,19,18,25,18,4,85,112,51,80,56,15.12,120.61,0.27,82.01,0.27,105.48,5.24,157.52,3.64,143.76,2.4,202.32,0.27,213.87,2.35,181.45,5.86,86.37,1.69,185.87,1.6,23.2,2.22,113.87,1.6,72.76,4.26,49.38,23.26,123.8,3444.44,434.23,0.36,6.82,8.16,80.73,5.2,85.99,11.43,90.87,8.67,94.25,0.36,32.44,5.36,136.32,76.86,123.84,100.03,9.42,37.2,10.63,3.05,2.41,9.29,0.18,1.3,0.05,0.13,0.02,1.27,4.87,3.1,82.01,240.51,122.98,44.52,65.7,64.09,4.33,5.46,9.46,25.95,37.2,55.1,129.02,57.83,105.48,97.66,106.46,156.78,213.87,98.77,181.45,84.92,204.09,30.31,118.92,89.5,41.57,123.8,434.23,25.91,131.2,9802,4298,9,387,435,0,3961,4396,11267.33,10442.13,2017
T96defg(T92),89,Gaasperdam N/Z-Reigersbos M/Z,96.89,97.59,110.24,106.68,104.84,98.72,79.87,89.3,117.85,75.24,96.55,23.3,55.15,54.86,18.27,22.46,43.54,29.6,17.79,23.85,8.47,18.33,13.67,62.16,54.03,52.6,23.27,20.02,45.43,18.65,16.95,24.88,31,32.19,16.38,14.68,4.49,30.12,10.02,23.29,27.83,16.5,5.47,5.61,3.71,16.49,0.31,2.31,0.72,1.89,0.28,5.63,8.96,11.35,4.77,57,4,20,5,4,44,36,9,65,5,56,8,27,2,16,17,14,8,66,73,35,102,30,12.95,103.29,0.38,116.08,0.38,149.29,4.15,124.7,3.39,133.99,1.88,159.08,0.47,378.37,0.98,75.88,6.12,90.29,0.19,20.77,1.51,21.89,1.6,82.19,1.32,60.07,5.28,61.16,17.94,95.49,375,47.28,0.47,9.05,11.12,110,3.82,63.07,7.96,63.29,7.2,78.21,0.75,68.87,3.03,77.11,76.69,99.25,120.76,6.9,27.26,4.22,4.32,2.86,12.71,0.24,1.78,0.56,1.46,0.22,4.34,8.75,3.68,32.57,340.85,145.86,60.9,90.36,88.15,49.43,62.32,108.07,88.92,27.26,99.01,153.03,113.41,149.29,110.1,99.61,136.17,378.37,101.86,75.88,71.05,127.46,34.89,105.8,88.67,70.41,95.49,47.28,35.42,129.72,9172,4401,72,446,846,485,2997,4328,10614.67,9889.25,2017
T97,90,Gein,92.26,98.45,106.73,129.41,111.53,67.92,86.09,77.01,86.24,90.23,88.24,24.07,56.34,54.59,12,20.73,41.55,29.37,18.1,22.01,15.53,33.61,18.63,51.81,56.41,53.06,22.53,24.29,31.27,12.06,18.5,32.96,26.21,27.04,12.04,12.17,1.74,18.06,6.68,20.87,25.07,11.95,11.3,1.4,5.6,14.01,0.54,3.96,0.77,2.01,0.3,3.41,42.99,9.7,7.2,54,3,21,2,6,50,31,35,39,3,42,3,12,19,8,19,16,2,65,85,31,73,36,10.52,83.88,0.46,140.63,0.23,90.43,3.8,114.45,2.36,93.19,1.6,134.91,0.15,122.24,3.05,235.82,2.97,43.76,1.45,159.35,0.61,8.84,1.45,74.19,1.22,55.45,3.2,37.05,4.92,26.18,1333.33,168.09,0.23,4.39,6.36,62.91,2.7,44.64,7.41,58.9,5.66,61.55,0.15,13.91,2.94,74.67,48.38,89.42,87.46,25.06,98.96,6.59,0.82,3.26,8.17,0.31,2.31,0.45,1.17,0.18,1.99,5.66,4.2,50.83,64.55,166.52,39.12,117,114.15,39.79,50.17,87,40.78,98.96,63.99,174.7,122.75,90.43,78.85,89.56,128.94,122.24,77.25,235.82,46.11,127.75,18.93,107.7,92.47,38.29,26.18,168.09,40.97,171.53,11477,5134,9,610,737,0,4259,4996,13142.33,12255.04,2017
T98,91,Driemond,53.24,94.61,53.19,47.03,64.94,31.08,81.66,56.37,22.49,54.31,38.4,8.99,48.39,65.55,3.55,14.5,33.54,15.36,1.16,0.95,2.87,13.25,8.19,40.73,50.82,50.99,11.23,8.83,16.13,4.54,2.66,29.55,41.67,36.78,0,1.01,2.18,6.16,0,8.72,22.1,3.76,0.55,0,0.17,0.81,0,0,0.03,0.07,0.01,0,1.8,2.39,0.22,12,0,0,0,0,0,0,3,3,0,5,6,0,0,2,2,1,1,4,6,3,4,7,18.99,151.42,0,0,0,0,0,0,0,0,0,0,0,0,1.97,152.12,1.8,26.53,0,0,1.2,17.42,1.2,61.56,0.6,27.32,3,34.76,45.11,240.16,0,0,0,0,2.62,25.94,1.97,32.51,3.93,31.29,2.62,28.51,0.6,54.81,4.36,110.91,34.61,78.82,27.54,8.02,31.67,2.47,0,0.77,3.63,0,0,0.12,0.32,0.05,0,10.68,0.99,19.08,0,39.39,17.4,0,0,10.94,13.79,23.92,0,31.67,120.82,41.32,7.97,0,4.6,3.65,0,0,141.22,152.12,24.05,0,17.41,54.81,31.34,23.17,240.16,0,0,22.38,1525,632,2,133,124,0,303,427,1667.33,1604.21,2017
