vmgebiednaam,vmgebiednr,VMgebiednaamDEF,veiligheidsindex,ipsl_risicoperceptie,ipsl_onveiligheids-gevoelens,ipsl_vermijding,Onveiligheids-belevingindex,Ipersonenoverlast,Iverloedering,overlastindex,HICindex,HVCIndex,criminaliteitsindex,Slachtof_MEAN,HoevCrim_MEAN,VerandCrim_MEAN,OnveiligheidBuurt_MEAN,OnveiligheidAlgemeen_MEAN,rapportcijfer_veiligheid_buurt_MEAN,NietOpen_MEAN,Omloop_MEAN,StrLoopt_MEAN,Alleen_MEAN,Geen_activieit_avond_MEAN,niet_alleen_buiten_MEAN,HoevOverlastBuurt_MEAN,VerandOverlastBuurt_MEAN,risicoperceptie,onveiligheidsgevoelens,vermijding,Rommel_MEAN,Verniel_MEAN,Beklad_MEAN,HondPoep_MEAN,onderhoud_straat_MEAN,onderhoud_groen_MEAN,Dronken_MEAN,Drugs_MEAN,Horeca_MEAN,BuurtWon_MEAN,LastVal_MEAN,Jongeren_MEAN,verloedering,blok_overlast,diefstal_uit_van_auto_sum,autodiefstal_sum,Diefstal_ander_motorvoertuig_sum,fietsdiefstal_sum,beroving_sum,zakkenrollerij_sum,mishandeling_sum,bedreiging_sum,sexuele_int_gew_ sum,overige_diefstal_ sum,vernielingen_sum,inbraak_totaal,brom_snor_samen,inbrwoni,moorddood,straatro,overval,zeden_incl_ kinderporno,mishand_en_ geweld,bedreiging_incl_ chantage,inbrbox,uitauto,zakrolexOV,vermogen,inbrbedr,winkel,vanpersauto,fietsdief,bromsnorfiets,ovvoert_incl_vracht_vaar_motor,drugs_totaal,Boalleprios,Goalleprios,Joalleprios,POalleprios,verniel,won1000,pinbrwoni,zed1000,pzeden_incl_ kinderporno,moorddood1000,pmoorddood,mishand_en_ geweld1000,pmishand_en_ geweld,bedr1000,pbedreiging_incl_ chantage,str1000,pstraatro,ovr1000,poverval,box1000,pinbrbox,uiau1000,puitauto,vaut1000,pvanpersauto,fiets1000,pfietsdief,bromsnor1000,pbromsnorfiets,ovvo1000,povvoert_incl_ vracht_vaar_motor,verm1000,pvermoge,bedrijf1000,pinbrbedr,wink1000,pwinkel,zakr1000,pzakrolexOV,personen1000,ppersonenov,jeugd1000,pjeugdov,geluid1000,pgeluid,buur1000,pburenov,drugs_totaal1000,pdrugstotaal,vern1000,pverniel,poverlastmeld,ipsl_verloedering,ipsl_blok_overlast,psl_vernielingen,ipsl_vernielingen_ sum,psl_diefstal_uit_van_auto,psl_autodiefstal,psl_Diefstal_ander_motorvoertuig,psl_fietsdiefstal,psl_beroving,psl_zakkenrollerij,psl_mishandeling,psl_bedreiging,psl_sexuele_int_ gew,psl_overige_diefstal,psl_inbraak_totaal,psl_brom_snor_ samen,ipsl_diefstal_uit_ van_auto,ipsl_autodiefstal,ipsl_Diefstal_ander_motorvoertuig,ipsl_fietsdiefstal,ipsl_beroving,ipsl_zakkenrollerij,ipsl_mishandeling,ipsl_bedreiging,ipsl_sexuele_int_ gew,ipsl_overige_ diefstal,ipsl_vernielingen,ipsl_inbraak_totaal,ipsl_brom_snor_ samen,Izeden,Imoorddood,Ibedreig,Imishandeling_en_ geweld,Istraatroof,Ioverval,Iinbrwoning,Iinbrbox,Iuitauto,Ivanpersauto,Ifietsdief,Ibromsnorfiets,Ioverigvoertuig,Ivermogen,Iinbrbedr,Iwinkel,Izakrol,N_wijk,pop,nwoninge,nwink,nbedr,werkpers,student,bezoek,nbezoek,verbtot3,verbnieuw,jaar
M28,57,Oosterparkbuurt,104.03,99.78,97.18,80.96,92.64,146.93,108.07,127.5,89.59,94.33,91.96,17.39,57.03,49.28,14.48,18.12,40.35,21.66,13.08,20.48,7.56,15.57,8.61,58.29,52.48,53.78,20.51,15.2,41.02,14.3,11.21,34.87,31.73,30.92,20.95,14.42,20.27,18.96,8.77,26,27.62,18.84,41.13,1.45,2.65,56.87,0.39,2.87,0.84,2.2,0.33,10.42,49.7,16.96,3.41,66,3,31,1,9,71,45,14,135,16,133,31,8,4,243,36,30,23,108,176,100,292,64,10.7,85.35,0.55,168.7,0.18,72.32,4.32,129.97,2.74,108.19,1.89,159.27,0.06,48.88,1.28,99.27,8.22,121.13,0.24,26.83,14.79,214.75,2.19,112.42,1.83,83.15,8.09,93.82,21.62,115.08,137.93,17.39,0.97,18.71,26.77,264.83,9.17,151.55,16.14,128.34,9.9,107.63,1.4,127.9,4.65,118.23,156.05,98.52,137.81,29.48,116.38,24.39,0.86,1.57,33.73,0.23,1.7,0.5,1.3,0.19,6.18,10.06,2.02,188.26,67.87,80.35,161.55,86.34,84.24,44.19,55.71,96.61,126.57,116.38,113.8,84.3,144.67,72.32,90.69,101.38,134.96,48.88,94.83,99.27,143.51,40.51,197.02,103.05,82.22,104.74,115.08,17.39,40.55,168.62,10906,6167,58,1434,3749,4875,7958,16582,16433.33,13759.79,2017
M29,58,Dapperbuurt,104.11,105.75,107.5,105.94,106.4,145.15,100.51,122.83,79.76,86.45,83.1,16.26,65.21,49.54,17.24,20.18,45.39,24.23,16.55,23.46,10.69,18.73,8.05,59.62,51.24,57,22.69,19.88,42.81,13.57,19.38,25.34,35.15,33.45,23.36,24.45,17.72,14.6,19.69,27.13,27.94,20.94,0,0,0.91,25.33,0.11,0.84,0.89,2.33,0.35,1.81,47.69,3.59,1.17,77,3,18,2,6,65,53,12,126,66,128,22,157,6,187,39,21,9,141,104,93,233,45,14.54,115.95,0.36,112.2,0.18,72.15,3.95,118.7,3.22,127.11,1.09,92.26,0.12,97.53,1.23,95.13,7.65,112.79,0.36,40.15,11.35,164.87,2.37,121.5,1.27,58.07,7.77,90.08,20.68,110.07,1198.47,151.09,4.01,77,23.89,236.25,9.53,157.57,10.66,84.78,14.45,157.09,0.55,49.93,3.53,89.68,137.13,99.68,153.18,31.57,124.65,0,0,0.6,16.77,0.08,0.55,0.59,1.54,0.23,1.2,2.38,0.78,0,0,30.86,80.33,28.12,27.44,52.38,66.04,114.52,24.61,124.65,26.9,32.37,112.97,72.15,106.76,96.6,70.88,97.53,86.27,95.13,75.19,26.77,136.69,91.79,49,68.25,110.07,151.09,60.48,151.06,9755,5296,131,1064,2303,902,16948,20153,16472.67,12753.92,2017
M30,59,Transvaalbuurt,92.44,87.66,92.94,100.28,93.63,119.22,82.4,100.81,84.6,81.13,82.87,18.54,58.08,40.18,11.04,18.43,40.6,20.1,19.9,18.58,7.32,17.54,12.02,47.6,42.9,47.25,19.62,18.82,37.91,13.6,10.69,27.55,31.34,33.55,21.08,22.5,12.85,20.51,10.23,26.23,25.76,18.77,10.05,2.68,0.61,62.8,0.41,2.99,1.17,3.07,0.46,6.52,20.37,8.57,0.78,76,2,4,3,2,33,26,9,58,8,40,7,45,2,98,22,19,9,102,132,32,135,32,16.19,129.12,0.19,58.66,0.19,75.45,3.14,94.53,2.48,97.81,0.38,32.16,0.29,229.46,0.96,73.94,5.52,81.44,0.19,20.99,9.33,135.52,2.09,107.51,1.81,82.41,3.81,44.15,8.05,42.83,1216.22,153.33,0.76,14.64,14.34,141.86,3.4,56.19,14.02,111.52,10.84,117.77,0.86,78.31,3.2,81.4,101.13,91.89,137.31,14.17,55.95,6.99,1.86,0.42,43.69,0.28,2.08,0.81,2.13,0.32,4.54,5.96,0.54,53.97,147.1,21.55,209.3,105.52,102.94,72.35,91.22,158.18,92.92,55.95,67.48,22.61,91.83,75.45,95.61,87.13,56.61,229.46,108.58,73.94,72.28,63.03,160.12,79.21,62.12,60.41,42.83,153.33,44.07,143.73,9413,4694,37,870,821,0,2445,3266,10501.67,9992.29,2017
M31,60,Indische Buurt West,82.51,91.11,83.1,78.93,84.38,90.91,100.76,95.84,69.94,64.69,67.31,15.71,56.12,43.69,9.78,15.02,38.4,21.33,14.62,16.82,5.37,9.64,5.98,54.06,48.1,49.11,17.54,14.81,37.08,7.34,11.78,28.95,32.47,29.87,11.5,16.39,11.81,15.44,5.61,23.65,25.01,14.31,19.44,0,0.72,48.38,0.66,4.85,1.02,2.66,0.4,5.93,63.07,2.96,0.92,72,2,10,1,8,39,39,10,79,3,80,23,8,2,159,39,24,4,99,149,58,138,57,10.83,86.37,0.52,160.36,0.13,51.56,2.54,76.35,2.54,100.27,0.65,54.94,0.07,52.27,0.79,61.04,5.14,75.81,0.13,14.35,10.35,150.27,2.54,130.25,1.56,71.14,5.21,60.35,17.54,93.4,98.77,12.45,0.2,3.75,10.89,107.75,4.58,75.67,11.76,93.54,7.81,84.94,0.26,23.79,4.06,103.32,77.14,89.21,104.69,32.99,130.27,10.17,0,0.38,25.31,0.34,2.54,0.53,1.39,0.21,3.1,1.55,0.48,78.51,0,19.15,121.25,128.69,125.56,47.25,59.58,103.32,63.5,130.27,17.52,20.09,141.35,51.56,86.71,66.65,79.53,52.27,63.42,61.04,76.71,9.56,140.6,93.53,53.81,61.4,93.4,12.45,44.35,191.15,12668,6648,81,1311,1646,116,6333,8095,15366.33,14022.79,2017
M32,61,Indische Buurt Oost/IJeiland,111.58,95.48,113.24,104.21,104.31,125.19,123.51,124.35,103.29,108.87,106.08,20.22,58.87,46.79,16.4,20.11,44.45,27.13,17.8,24.31,16.56,18.28,9.63,54.31,47.77,51.46,23.9,19.56,42.98,17.52,14.53,28.4,29.98,28.36,13.49,20.56,5.24,18.72,11.2,39.99,26.95,18.32,23.76,2.82,1.22,43.33,0.61,4.53,2.08,5.44,0.81,3.79,50.01,10.18,1.56,62,6,7,2,5,32,29,16,71,8,63,17,55,2,68,35,14,6,94,92,139,146,71,12.33,98.3,0.42,129.71,0.51,200.18,2.69,81.07,2.44,96.49,0.59,49.77,0.17,135.3,1.56,120.55,5.98,88.17,0.17,18.57,5.73,83.17,2.95,151.27,1.18,53.7,5.31,61.5,18.78,100,2619.05,330.18,0.67,12.95,14.22,140.7,13.54,223.82,8.96,71.28,9.16,99.54,0.51,46.18,6.39,162.39,116.3,96.14,134.07,32.39,127.88,15.39,1.83,0.79,28.07,0.4,2.94,1.35,3.52,0.53,2.45,6.59,1.01,118.77,144.24,40.17,134.44,148.92,145.29,119.56,150.75,261.41,50.22,127.88,74.58,42.14,173.61,200.18,114.58,93.9,82.82,135.3,90.39,120.55,98.37,60.46,100.26,114.89,49.19,57.74,100,330.18,57.06,154.4,10264,5030,21,905,1178,8,3644,4830,11874,11113.17,2017
M33,62,Oostelijk Havengebied,76.92,94,72.02,59.87,75.29,86.03,78.95,82.49,59.96,85.96,72.96,13.5,49.04,56.77,8.65,15.55,34.72,17.61,9.3,11.84,4.71,10.8,5.34,48.39,56.24,50.66,15.2,11.24,26.56,9.21,7.76,23.05,22.99,23.14,5.87,7.6,3.35,12.86,2.71,22.17,18.9,9.2,32.19,1.2,3.28,64.14,1.39,10.26,1.37,3.6,0.54,20.09,49.44,11.68,4.22,89,2,16,2,7,36,29,38,151,13,95,46,10,9,119,62,67,13,91,177,272,191,85,10.17,81.07,0.31,95.38,0.09,35.05,1.59,47.9,1.28,50.68,0.71,59.76,0.09,71.06,2.04,157.6,6.68,98.49,0.4,43.88,5.26,76.45,2.74,140.75,2.96,134.99,4.2,48.71,13.42,71.44,250,31.52,0.58,11.05,10.24,101.32,14.59,241.1,9.49,75.49,4.88,53.04,0.58,52.55,3.96,100.6,104.7,67.41,67.35,17.8,70.29,11.59,0.43,1.18,23.1,0.5,3.69,0.5,1.3,0.19,7.24,4.2,1.52,89.47,34.01,60.26,110.63,187.37,182.8,43.97,55.44,96.13,148.21,70.29,47.57,63.22,95.63,35.05,52.27,46.59,102.29,71.06,69.9,157.6,95.48,40.59,87.84,114.9,110.08,81.88,71.44,31.52,68.3,277.72,18646,8755,40,3428,6460,0,5422,11882,22606.67,21477.08,2017
M35/M34,63,IJburg West/Zeeburgereiland/Nieuwe Diep,89.72,100.94,99.98,97.27,99.4,91.62,98.07,94.85,69.36,80.45,74.9,20.39,57.02,61.81,12.79,18.9,41.63,25.29,15.15,17.4,9.98,14.29,7.46,52.37,56.62,54.41,21.11,18.26,37.98,11.37,4.31,33.3,28.88,31.88,7.06,9.46,1,14.8,8.23,30.63,24.58,12.84,25.61,2.72,1.36,35.75,0.46,3.39,1.7,4.46,0.67,7.35,52.92,8.69,1.75,89,5,9,0,7,55,45,17,189,7,74,25,22,26,62,41,46,6,109,117,221,124,81,12.84,102.36,0.35,109.05,0.25,100.18,2.78,83.68,2.28,89.92,0.46,38.43,0,0,1.02,78.68,9.56,140.95,1.31,144.94,3.14,45.54,2.07,106.42,2.33,105.97,3.74,43.38,12.76,67.9,733.33,92.45,0.35,6.8,7.42,73.4,13.23,218.6,7,55.69,6.52,70.9,0.3,27.73,4.4,111.82,89.26,87.68,93.98,25.78,101.77,12.47,1.32,0.66,17.41,0.22,1.65,0.83,2.17,0.33,3.58,4.23,0.85,96.27,104.47,33.72,83.41,83.83,81.78,73.68,92.9,161.1,73.3,101.77,47.87,35.38,126.4,100.18,90.91,80.35,53.56,0,84.2,78.68,126.05,131.45,58.16,82.74,81.89,53.36,67.9,92.45,31.8,205.32,16709,6934,30,1960,2664,0,6526,9190,19772.33,18412.75,2017
M51,64,IJburg-Zuid,90.7,117.21,98.68,111.22,109.04,74.83,91.39,83.11,69.65,90.28,79.97,26.27,58.87,69.5,5.54,13.67,41.48,25.34,17.28,21.13,14,22.29,19.39,61.01,61.8,63.17,20.83,20.88,39.62,15.77,6.3,34.89,26.33,24.98,5.08,5.7,1.06,14,4.28,27.73,24.33,9.59,12.51,1.35,3.07,11.41,0.05,0.39,1.84,4.82,0.72,7.37,17.48,5.41,3.95,34,0,3,0,0,20,22,14,49,5,28,15,4,9,47,11,27,10,37,45,65,43,35,12.15,96.87,0,0,0,0,2.25,67.61,2.47,97.67,0.34,28.46,0,0,1.83,141.22,5.51,81.19,1.01,111.48,5.28,76.71,1.24,63.44,3.03,138.2,3.15,36.47,19.04,101.34,333.33,42.02,0.56,10.8,5.61,55.48,8.48,140.14,5.87,46.68,4.83,52.46,1.12,102.69,4.18,106.35,79.49,86.78,70.17,19.08,75.32,13.66,1.48,3.36,12.46,0.06,0.42,2.01,5.26,0.79,8.04,5.91,4.32,105.42,116.45,171.27,59.67,21.44,20.92,178.33,224.85,389.9,164.7,75.32,66.86,179.69,129.97,0,140.06,104.52,26.12,0,86.87,141.22,89.27,113.14,71.03,102.19,149.22,79.22,101.34,42.02,14.17,91.61,7666,2799,12,788,1138,674,1886,3698,8898.67,8365.33,2017
M55,65,Frankendael,77.46,91.74,76.01,78.8,82.19,70.83,68,69.42,69.03,92.52,80.78,15.87,48.04,52.66,7.06,15.94,36.89,24.71,10,14.23,4.71,13.77,9.33,46.24,55.09,49.45,16.05,14.79,24.74,7.98,7.74,16.24,30.33,25.39,6.14,5.31,2.38,10.15,5.19,11.89,19.13,6.93,7.96,0,2.75,30.68,0.23,1.68,2.12,5.55,0.83,11.36,21.87,3.04,3.54,60,2,15,0,9,45,26,19,121,8,124,18,20,5,345,40,39,8,104,76,28,245,45,10.14,80.83,0.46,142.53,0.1,40.73,2.31,69.6,1.34,52.81,0.77,65.11,0,0,1.72,132.7,6.22,91.73,0.26,28.34,17.74,257.6,2.06,105.54,2.01,91.33,6.38,73.9,15.97,85.03,869.57,109.62,0.41,7.9,22.13,218.87,2.53,41.8,6.86,54.59,9.39,102.09,0.41,37.59,2.99,76.05,90.99,68.25,50.68,12.95,51.14,4.72,0,1.63,18.17,0.13,0.99,1.26,3.29,0.49,6.73,1.8,2.1,36.41,0,83.13,87.06,50.4,49.17,111.55,140.65,243.9,137.88,51.14,20.37,87.22,176.32,40.73,82.09,83.58,60.21,0,60.67,132.7,73.29,18.89,200.75,99.43,88.6,95.23,85.03,109.62,21.66,168.81,11072,5920,23,1127,3964,4980,16191,25135,19450.33,15039.71,2017
M56,66,Middenmeer,62.45,85.54,63.59,54.66,67.93,50.51,72.09,61.3,47.39,68.86,58.13,11.15,43.79,52.47,6.17,17.44,33.02,17.06,3.68,7.08,3.94,8.58,2.67,45.67,53.05,46.11,13.42,10.26,25,9.16,11.22,21.49,24.73,21.39,7.58,2.74,1.21,11.22,5.84,17.42,18.84,7.61,14.19,0.82,1.99,43.29,0.58,4.25,1.71,4.48,0.67,5.87,54.16,5.36,2.56,40,1,10,3,2,30,14,15,73,18,101,29,64,3,163,32,22,9,32,85,48,113,48,5.34,42.57,0.09,28.52,0.05,18.34,1.39,41.78,0.65,25.61,0.46,39.09,0.14,111.56,0.96,74.47,3.38,49.83,0.14,15.31,7.55,109.59,1.48,76.03,1.02,46.39,4.68,54.2,15.34,81.68,1142.86,144.08,0.83,16.01,7.25,71.75,3.08,50.93,5.46,43.4,2.05,22.33,0.42,38.07,2.58,65.49,45.3,67.18,55.72,25.33,100,6.63,0.39,0.93,20.24,0.27,1.99,0.8,2.1,0.31,2.74,2.51,1.2,51.21,30.39,47.47,96.96,100.83,98.38,71.08,89.63,155.42,56.19,100,28.35,49.8,70.82,18.34,46.95,51.55,59.67,111.56,37.83,74.47,50.29,20.34,105.38,67.28,46.75,54.87,81.68,144.08,43.47,213.84,15577,7494,56,1890,3811,2529,11732,18072,21601,18629.96,2017
M57,67,Betondorp,83.25,88.21,85.66,93.34,89.07,68.35,126.3,97.33,68.43,58.28,63.36,14.79,47.42,48.09,9.29,17.9,37.36,28.25,8.67,14.25,10.72,17.17,12.09,48.03,49.75,47.54,18.08,17.52,31.72,7.67,3.9,36.82,41.11,34.4,9.32,6.54,3.76,16.46,3.03,8.67,26.16,8,2.23,1.39,0.66,2.83,0.15,1.14,0.23,0.6,0.09,2.28,8.62,1.4,0.85,12,1,0,1,1,11,9,2,16,1,10,5,0,3,8,6,3,4,33,27,2,34,28,6.16,49.13,0.27,83.76,0.27,107.72,2.99,89.98,2.45,96.68,0,0,0.27,218.41,0.62,47.82,4.35,64.15,0.82,89.92,2.18,31.59,1.63,83.73,0.82,37.15,2.72,31.52,20.75,110.45,0,0,0.27,5.23,10.51,103.99,0.62,10.22,8.35,66.39,10.2,110.9,1.09,99.39,8.14,206.92,78.18,93.32,58.53,16.21,63.98,4.19,2.61,1.24,5.32,0.29,2.14,0.43,1.13,0.17,4.28,2.64,1.59,32.3,206.1,63.17,25.47,108.73,106.08,38.27,48.25,83.67,87.66,63.98,29.85,66.27,83.73,107.72,80.54,72.74,36.24,218.41,42.7,47.82,53.53,128.64,29.55,77.91,45.83,50.24,110.45,0,38.84,53.2,3234,1948,7,241,188,0,1143,1331,3677.67,3439.54,2017
M58,68,De Omval/Overamstel,97.11,99.72,101.61,80.48,93.94,96.27,98.21,97.24,91.55,108.76,100.15,22.31,52.95,56.01,16.76,20.73,41.3,13.57,18.82,23.45,4.19,15.17,8.08,54.11,58.74,53.75,21.45,15.11,43.87,15.7,11.81,15.85,40.3,37.76,8.21,3.73,4.74,14.45,9.32,15.64,27.57,9.28,17.81,3.87,1.24,11.55,0.03,0.2,0.56,1.47,0.22,4.87,18.79,5.69,1.6,16,5,2,2,1,34,34,3,78,5,55,17,1,13,49,23,26,12,50,88,11,71,28,5.31,42.36,0.13,40.12,0.65,258,4.43,133.22,4.43,174.96,0.26,21.99,0.26,209.25,0.68,52.39,10.16,149.81,1.69,186.65,6.38,92.69,3,153.74,3.39,154.25,7.16,83.05,23.78,126.57,200,25.21,0.65,12.52,16.03,158.6,2.48,41.06,19.87,158.05,11.29,122.72,1.56,142.83,3.84,97.57,124.65,98.35,67.88,25.09,99.08,23.79,5.17,1.66,15.43,0.04,0.26,0.75,1.97,0.29,6.51,7.61,2.13,183.64,407.44,84.58,73.92,13.44,13.11,66.74,84.15,145.93,133.32,99.08,86.07,88.74,75.39,258,144.69,111.06,19.14,209.25,56.93,52.39,161.08,260.24,86.43,132.08,131.03,99.81,126.57,25.21,12.71,74.87,4428,3012,5,715,7910,0,1838,9748,7677.33,7294.42,2017
N60,69,Volewijck,105.85,91.36,113.79,122.7,109.28,123.57,128.41,125.99,97.76,66.82,82.29,25.68,54.85,51,16.7,21.8,42.74,33.27,16.18,26.41,11.54,27.76,17,52.64,49.8,49.24,24.02,23.03,48.29,22.97,19.02,51.43,42.75,40.51,19.34,17.38,10.11,22.17,11.83,24.98,37.69,18.01,15.84,0,1.3,30.03,0.07,0.51,2.03,5.31,0.79,5.47,35.78,4.29,1.67,59,2,21,4,4,64,43,2,61,34,97,18,23,13,63,34,29,7,122,92,71,200,64,12.04,96.04,0.26,79.65,0.13,51.22,4.14,124.46,2.78,109.82,1.36,114.62,0.26,207.71,0.21,15.89,3.94,58.15,0.84,92.63,4.07,59.15,2.2,112.8,1.87,85.39,6.27,72.69,20.34,108.28,547.62,69.04,2.2,42.24,20.55,203.29,7.3,120.59,9.45,75.19,12.54,136.26,0.45,41.35,5.27,133.9,115.34,134.44,131.8,25.15,99.29,11.14,0,0.91,21.11,0.05,0.36,1.43,3.73,0.56,3.84,3.02,1.17,85.95,0,46.5,101.12,18.28,17.84,126.57,159.58,276.73,78.74,99.29,34.13,48.78,145.34,51.22,126.41,125.16,82.51,207.71,75.41,15.89,67.41,61.76,73.14,91.46,72.43,74.71,108.28,69.04,34.11,142.26,9731,4899,42,885,1277,823,15114,17214,15469,12148.79,2017
N61(N72),70,IJplein/Vogelbuurt,104.58,96.57,106.38,97.77,100.24,120.88,137.69,129.29,82.51,85.88,84.2,22.14,54.94,49.81,11.56,20.84,43.97,25.53,15.67,21.93,11.76,15.89,9.95,58.76,49.94,52.05,22.46,18.35,53.52,23.3,17.44,47.8,40.19,39.31,12.64,14.89,6.58,25.1,8.78,30.39,36.98,16.55,9.43,8.9,1.29,31.6,0.06,0.48,1.8,4.71,0.71,3.18,42.67,17.93,1.65,33,2,10,0,2,61,21,5,71,8,45,7,21,10,35,23,26,6,122,106,58,159,56,7.96,63.51,0.18,56.4,0.18,72.54,5.59,168.01,1.92,75.96,0.92,77.3,0,0,0.59,45.5,6.5,95.85,0.92,100.92,3.2,46.54,2.11,108.07,2.38,108.43,4.12,47.76,8.94,47.59,913.04,115.11,0.73,14.08,18.71,185.09,6.83,112.82,12.47,99.21,14.36,156.05,0.55,50.2,5.85,148.61,120.67,131.92,121.1,33.73,133.18,7.46,7.04,1.02,24.98,0.05,0.38,1.42,3.73,0.56,2.52,14.18,1.31,57.56,554.94,51.85,119.65,19.12,18.66,126.38,159.34,276.31,51.54,133.18,160.43,54.4,129.71,72.54,103.76,154.13,57.91,0,95.82,45.5,83.09,252.26,70.91,90.18,89.57,49.02,47.59,115.11,15.6,126.5,8497,4144,23,783,824,231,6220,7275,10922,9578.04,2017
N62/N63/N64,71,Tuindorp Ndam/Buiksloot/Ndammer-Buiksloterdijk,95.86,101.36,108.32,114.73,108.14,99.53,131.67,115.6,93.95,33.73,63.84,23.69,55.66,60.6,14.27,22.24,41.9,25.83,14.79,19.54,14.29,23.35,17.28,55.45,57.95,54.63,22.87,21.54,41.42,16.3,14.14,45.83,47.63,41.31,11.72,12.68,6.84,22.32,13.79,26.54,34.49,15.42,3.73,0,0.32,15.75,0.16,1.16,0.62,1.61,0.24,3.15,46.62,3.86,0.41,40,2,13,4,2,18,17,4,18,0,16,4,0,3,17,14,11,3,44,59,81,56,38,11.82,94.27,0.25,76.27,0.25,98.09,2.23,67.04,2.1,83.15,1.61,135.89,0.5,397.8,0.56,43.27,2.23,32.86,0.37,40.94,2.1,30.57,1.73,88.95,1.36,62.03,1.98,22.96,5.55,29.53,0,0,0,0,7.83,77.48,11.33,187.26,8.25,65.63,6.15,66.89,0.37,33.94,4.97,126.42,86.24,123.02,112.81,42.58,168.12,3.41,0,0.29,14.38,0.14,1.06,0.56,1.47,0.22,2.87,3.53,0.37,26.31,0,14.69,68.89,53.93,52.61,49.91,62.92,109.12,58.88,168.12,39.91,15.41,87.22,98.09,76.41,61.33,108.57,397.8,76.15,43.27,30.68,27.29,43.34,64.44,46.25,34.94,29.53,0,17.54,109.49,7149,3384,28,721,687,0,2097,2784,8077,7640.13,2017
N65,72,Tuindorp Oostzaan,78.64,95.17,78.58,92,88.58,75.8,106.74,91.27,74.39,37.75,56.07,13.53,53.3,59.28,6.93,14.98,40.44,25.07,12.05,14.05,7.55,13.95,8.81,46.07,52.79,51.29,16.59,17.27,35.98,14.76,9.51,38.41,42.98,39.52,3.8,5.82,1.74,16.45,3.77,23.28,30.08,9.82,11.4,0,0,9.8,0.35,2.61,1.81,4.74,0.71,8.01,38.64,7.75,0,69,0,7,1,6,24,31,7,46,2,22,7,2,1,4,31,16,6,82,115,74,101,54,13.48,107.48,0.48,147.38,0,0,1.91,57.58,2.47,97.67,0.56,47.13,0.08,64.06,0.62,47.7,3.67,54.09,0.08,8.79,0.32,4.63,2.47,126.87,1.28,58.12,1.75,20.34,9.33,49.69,95.24,12.01,0.16,3.07,8.9,88.03,6.52,107.78,10.13,80.59,7.23,78.53,0.48,43.72,4.5,114.28,79.73,107.31,71.87,22.78,89.96,6.72,0,0,5.78,0.21,1.54,1.07,2.8,0.42,4.73,4.57,0,51.88,0,0,27.68,78.05,76.15,94.86,119.6,207.4,96.8,89.96,51.68,0,167.39,0,104.98,70,57.44,64.06,88.88,47.7,53.35,5.86,12.31,84.58,38.74,45.83,49.69,12.01,27.43,169.59,11348,5120,21,750,1037,0,2538,3575,12539.67,12010.92,2017
N66/N67,73,Oostzanerwerf/Kadoelen,92.95,102.62,105.49,100.5,102.87,72.52,99.16,85.84,93.98,86.34,90.16,21.61,54.08,63.92,16.44,20.68,42.16,27.43,15.65,20.31,11.9,19.36,9.87,53.73,60.6,55.31,22.27,18.86,36.83,20.13,10.44,32.47,40,37.35,5.35,4.08,1.78,18.51,9.42,27.4,29.65,11.09,23.24,0.92,0.84,11.71,0.31,2.3,2.56,6.7,1,10.34,44.19,5.54,1.09,71,3,5,3,5,48,27,13,80,11,30,13,32,15,22,27,28,8,82,91,60,57,45,14.47,115.37,0.38,115.56,0.23,89.18,3.6,108.35,2.03,80.04,0.38,31.68,0.23,180.82,1.09,83.94,6,88.51,1.13,124.06,1.65,23.97,2.03,103.97,2.1,95.7,2.25,26.09,13.84,73.7,2e3,252.14,0.83,15.86,4.76,47.08,5.01,82.8,7.6,60.43,6.85,74.42,0.6,54.85,3.54,89.98,63.92,105.76,81.12,24.75,97.7,13.01,0.52,0.47,6.56,0.17,1.29,1.43,3.75,0.56,5.79,3.1,0.61,100.43,40.82,24.14,31.41,65.2,63.61,127.31,160.52,278.36,118.62,97.7,35.12,25.33,169.83,89.18,106.87,114.67,42.85,180.82,88.62,83.94,92.48,96.31,26.45,77.76,71.85,56.94,73.7,252.14,31.78,178.58,11976,4908,16,939,1101,0,2952,4053,13327,12712,2017
